"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"74486094789","2020-05-10T07:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.14","27","48","0.00",,,,"44","30.13","SCT:04 250","30.11","10.00","39","270","28","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10205/10/20 07:51:02 METAR KJFK 101251Z 27015G24KT 10SM SCT250 09/M03 A3014 RMK AO2 SLP204 T00891028 (ML)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2020-05-10T08:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.13","29","51","0.00",,,,"43","30.13","BKN:07 250","30.11","10.00","42","240",,"25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11705/10/20 08:51:02 METAR KJFK 101351Z 24022KT 10SM BKN250 11/M02 A3013 RMK AO2 PK WND 24026/1351 SLP202 T01061017 (ML)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2020-05-10T09:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.11","29","54","0.00",,"+0.02","8","38","30.11","BKN:07 250","30.09","10.00","43","250",,"23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12305/10/20 09:51:02 METAR KJFK 101451Z 25020KT 10SM BKN250 12/M02 A3011 RMK AO2 PK WND 25028/1407 SLP196 T01221017 58006 (ML)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2020-05-10T10:00:00","FM-12","4",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29","54",,,"+0.02","8","38","30.11",,"30.08","9.94","43","250",,"23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN06474486 32966 62520 10122 21017 30185 40196 58006 91451 555 91015=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2020-05-10T10:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.09","32","56","0.00",,,,"40","30.09","FEW:02 50 BKN:07 250","30.06","10.00","45","230",,"21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10505/10/20 10:51:02 METAR KJFK 101551Z 23018KT 10SM FEW050 BKN250 13/00 A3009 RMK AO2 SLP188 T01330000 (ML)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2020-05-10T11:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.07","28","59","0.00",,,,"31","30.06","FEW:02 50 SCT:04 250","30.04","10.00","45","270","31","20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12705/10/20 11:51:02 METAR KJFK 101651Z 27017G27KT 10SM FEW050 SCT250 15/M02 A3007 RMK AO2 PK WND 27031/1620 SLP181 T01501022 (ML)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2020-05-10T12:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.05","29","61","0.00",,"+0.06","6","30","30.05","FEW:02 65 SCT:04 250","30.03","10.00","47","250","31","25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14505/10/20 12:51:02 METAR KJFK 101751Z 25022G27KT 10SM FEW065 SCT250 16/M02 A3005 RMK AO2 PK WND 25027/1750 SLP176 T01611017 10167 20067 56020 (ML)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2020-05-10T13:00:00","FM-12","4",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"29","61",,,"+0.06","6","30","30.05","57","30.02","9.94","47","250",,"25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08674486 32766 42522 10161 21017 30165 40176 56020 91751 333 10167 20050 91027 555 91018=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2020-05-10T13:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.03","31","62","0.00",,,,"31","30.02","FEW:02 65 FEW:02 250","30.01","10.00","48","240","25","21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12705/10/20 13:51:02 METAR KJFK 101851Z 24018G22KT 10SM FEW065 FEW250 17/M01 A3003 RMK AO2 PK WND 23028/1816 SLP167 T01671006 (RG)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2020-05-10T14:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,"30.00","32","62","0.00",,,,"32","30.00","FEW:02 60 FEW:02 250","29.98","10.00","48","230",,"23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12305/10/20 14:51:02 METAR KJFK 101951Z 23020KT 10SM FEW060 FEW250 17/00 A3000 RMK AO2 PK WND 23029/1920 SLP159 T01670000 (RG)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2020-05-10T15:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,"29.99","34","62","0.00",,"+0.06","6","35","29.99","FEW:02 60 FEW:02 150 SCT:04 250","29.96","10.00","49","230",,"22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13605/10/20 15:51:02 METAR KJFK 102051Z 23019KT 10SM FEW060 FEW150 SCT250 17/01 A2999 RMK AO2 PK WND 23027/2009 SLP155 T01670011 56022 (RG)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2020-05-10T16:00:00","FM-12","4",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,,"34","62",,,"+0.06","6","35","29.99","57","29.96","9.94","49","230",,"22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN06474486 32766 42319 10167 20011 30144 40155 56022 92051 555 91021=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
"74486094789","2020-05-10T16:51:00","FM-15","7",,"ESE","1.5","mi","TEMP, PRECIP, SNOW",,,"PSY, SRG, SNOWBOARD",,,"FAA CWO",,,,,,,,,,,,,,,,,,,,,,,,,,,"29.98","33","62","0.00",,,,"34","29.98","FEW:02 150 FEW:02 250","29.96","10.00","48","230",,"17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10505/10/20 16:51:02 METAR KJFK 102151Z 23015KT 10SM FEW150 FEW250 17/01 A2998 RMK AO2 SLP153 T01670006 (RG)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2009-05-01"
